id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
1651,Chicago,0.6,10.984,2,Central,qexty,Consumer,shorts,Standard Class,9748,-7.9634,2018-11-01,60653,Illinois,2018-11-01
1652,Seattle,0.2,2033.584,2,West,kariox,Corporate,headset,First Class,9616,762.594,2018-11-01,98115,Washington,2018-11-01
1653,Seattle,0,102.13,7,West,fynota,Corporate,chocolates,First Class,9615,15.3195,2018-11-01,98115,Washington,2018-11-01
1654,Seattle,0,22.98,1,West,kariox,Corporate,battery,First Class,9614,6.894,2018-11-01,98115,Washington,2018-11-01
1655,New Rochelle,0,7.3,2,East,kariox,Home Office,charger,Standard Class,9959,2.19,2018-11-01,10801,New York,2018-11-01
1656,Los Angeles,0,123.92,4,West,kariox,Home Office,phone,Second Class,5964,55.764,2018-11-01,90004,California,2018-11-01
1657,Carrollton,0.6,25.128,3,Central,qexty,Consumer,shorts,Standard Class,9904,-6.9102,2018-11-01,75007,Texas,2018-11-01
1658,Fairfield,0,832.93,7,East,fynota,Consumer,colddrinks,Second Class,2210,233.2204,2018-11-01,6824,Connecticut,2018-11-01
1659,New York City,0,5.92,4,East,kariox,Corporate,lighting,First Class,6981,2.8416,2018-11-01,10024,New York,2018-11-01
1660,Manhattan,0,273.96,2,Central,fynota,Home Office,colddrinks,Standard Class,3781,10.9584,2018-11-01,66502,Kansas,2018-11-01
1661,San Francisco,0,10.95,3,West,kariox,Corporate,charger,Second Class,8946,3.285,2018-11-01,94110,California,2018-11-01
1662,Los Angeles,0,20.46,2,West,kariox,Consumer,charger,First Class,5020,5.3196,2018-11-01,90008,California,2018-11-01
1663,Los Angeles,0,772.47,3,West,fynota,Consumer,chocolates,First Class,5019,146.7693,2018-11-01,90008,California,2018-11-01
1664,Los Angeles,0,10.11,3,West,qexty,Consumer,shorts,First Class,5018,3.2352,2018-11-01,90008,California,2018-11-01
1665,Johnson City,0.2,24.896,4,South,kariox,Consumer,phone,Standard Class,2011,7.78,2018-11-01,37604,Tennessee,2018-11-01
1666,Carrollton,0.2,127.984,2,Central,fynota,Consumer,chocolates,Standard Class,9905,25.5968,2018-11-01,75007,Texas,2018-11-01
1667,Johnson City,0.2,333.056,2,South,kariox,Consumer,battery,Standard Class,2010,29.1424,2018-11-01,37604,Tennessee,2018-11-01
1668,Chesapeake,0,32.4,5,South,kariox,Consumer,phone,Standard Class,8341,15.552,2018-11-01,23320,Virginia,2018-11-01
1669,New York City,0.1,69.264,2,East,qexty,Home Office,tshirts,Standard Class,4282,14.6224,2018-11-01,10011,New York,2018-11-01
1670,New York City,0,11.36,2,East,kariox,Home Office,phone,Standard Class,4281,5.2256,2018-11-01,10011,New York,2018-11-01
1671,Pasadena,0.2,20.736,4,Central,kariox,Corporate,phone,First Class,3261,7.2576,2018-11-01,77506,Texas,2018-11-01
1672,Midland,0,11.52,4,Central,kariox,Consumer,headset,Standard Class,2302,5.6448,2018-11-01,48640,Michigan,2018-11-01
1673,Midland,0,12.72,3,Central,kariox,Consumer,headset,Standard Class,2301,6.36,2018-11-01,48640,Michigan,2018-11-01
1674,Fairfield,0,43.8,10,East,kariox,Consumer,headset,Second Class,2211,21.024,2018-11-01,6824,Connecticut,2018-11-01
1675,Johnson City,0.2,4.224,3,South,kariox,Consumer,television,Standard Class,2009,0.4752,2018-11-01,37604,Tennessee,2018-11-01
1676,Los Angeles,0,7.78,2,West,kariox,Home Office,battery,Second Class,5963,2.0228,2018-11-01,90004,California,2018-11-01
1677,Houston,0.2,604.656,9,Central,kariox,Consumer,watch,Standard Class,2517,204.0714,2018-11-01,77095,Texas,2018-11-01
1678,Reading,0.5,521.96,4,East,qexty,Corporate,pants,Second Class,5956,-250.5408,2018-11-01,19601,Pennsylvania,2018-11-01
1679,San Diego,0,39.84,8,West,kariox,Consumer,tablet,Standard Class,3208,18.3264,2018-11-01,92037,California,2018-11-01
1680,San Diego,0,53.2,5,West,qexty,Consumer,shorts,Standard Class,3207,14.896,2018-11-01,92037,California,2018-11-01
1681,San Diego,0,62.24,8,West,kariox,Consumer,phone,Standard Class,3206,28.008,2018-11-01,92037,California,2018-11-01
1682,San Diego,0,39.88,2,West,qexty,Consumer,shorts,Standard Class,3205,11.1664,2018-11-01,92037,California,2018-11-01
1683,San Diego,0,10.99,1,West,fynota,Consumer,chocolates,Standard Class,3204,4.2861,2018-11-01,92037,California,2018-11-01
1684,San Diego,0.2,601.536,8,West,fynota,Consumer,colddrinks,Standard Class,3203,60.1536,2018-11-01,92037,California,2018-11-01
1685,New York City,0,56.52,9,East,qexty,Home Office,shorts,Standard Class,8138,21.4776,2018-11-01,10035,New York,2018-11-01
1686,Midland,0,3.9,2,Central,kariox,Consumer,television,Standard Class,5165,1.521,2018-11-01,48640,Michigan,2018-11-01
1687,San Francisco,0,94.85,5,West,kariox,Consumer,phone,Second Class,477,45.528,2018-11-01,94110,California,2018-11-01
1688,San Francisco,0,92.52,6,West,kariox,Consumer,laptop,Second Class,475,24.9804,2018-11-01,94110,California,2018-11-01
1689,San Francisco,0.2,703.968,4,West,fynota,Consumer,colddrinks,Second Class,474,87.996,2018-11-01,94110,California,2018-11-01
1690,San Francisco,0.15,222.666,2,West,qexty,Consumer,pants,Second Class,473,10.4784,2018-11-01,94110,California,2018-11-01
1691,Redding,0.2,333.576,3,West,fynota,Consumer,colddrinks,Standard Class,5766,25.0182,2018-11-01,96003,California,2018-11-01
1692,Portland,0.2,120.768,4,West,kariox,Consumer,television,Second Class,9811,9.0576,2018-11-01,97206,Oregon,2018-11-01
1693,Los Angeles,0.2,575.928,9,West,fynota,Home Office,colddrinks,Second Class,5962,57.5928,2018-11-01,90004,California,2018-11-01
1694,Portland,0.2,25.92,5,West,kariox,Consumer,phone,Second Class,9810,9.072,2018-11-01,97206,Oregon,2018-11-01
1695,San Francisco,0,62.65,7,West,kariox,Consumer,phone,Second Class,476,28.819,2018-11-01,94110,California,2018-11-01
1696,Midland,0,12.84,3,Central,kariox,Consumer,phone,Standard Class,5166,5.778,2018-11-01,48640,Michigan,2018-11-01
1697,San Francisco,0,340.92,3,West,kariox,Consumer,laptop,Second Class,472,3.4092,2018-11-01,94110,California,2018-11-01
1698,Midland,0,563.94,3,Central,qexty,Consumer,tshirts,Standard Class,5168,112.788,2018-11-01,48640,Michigan,2018-11-01
1699,Midland,0,15.84,3,Central,kariox,Consumer,phone,Standard Class,5167,7.128,2018-11-01,48640,Michigan,2018-11-01
1700,Los Angeles,0,30.48,3,West,kariox,Consumer,television,Standard Class,5779,7.9248,2018-11-01,90008,California,2018-11-01
1701,Houston,0.2,148.48,2,Central,fynota,Consumer,colddrinks,Standard Class,3330,16.704,2018-11-01,77095,Texas,2018-11-01
1702,Houston,0.2,262.336,8,Central,kariox,Consumer,phone,Standard Class,3329,95.0968,2018-11-01,77095,Texas,2018-11-01
1703,Reading,0.2,23.968,2,East,qexty,Corporate,shorts,Second Class,5955,7.7896,2018-11-01,19601,Pennsylvania,2018-11-01
1704,Houston,0.2,21.72,5,Central,kariox,Consumer,phone,Standard Class,3328,7.8735,2018-11-01,77095,Texas,2018-11-01
1705,Houston,0.2,67.56,3,Central,kariox,Consumer,television,Standard Class,3327,6.756,2018-11-01,77095,Texas,2018-11-01
1706,Houston,0.2,241.176,3,Central,fynota,Consumer,colddrinks,Standard Class,3331,15.0735,2018-11-01,77095,Texas,2018-11-01
1707,Los Angeles,0.2,112.648,1,West,qexty,Consumer,tshirts,Standard Class,5780,11.2648,2018-11-01,90008,California,2018-11-01
1708,Houston,0.8,896.99,5,Central,kariox,Consumer,headset,Standard Class,3325,-1480.0335,2018-11-01,77095,Texas,2018-11-01
1709,Louisville,0.2,603.92,5,West,qexty,Consumer,tshirts,Second Class,984,75.49,2018-11-01,80027,Colorado,2018-11-01
1710,Louisville,0.2,559.984,2,West,fynota,Consumer,colddrinks,Second Class,983,55.9984,2018-11-01,80027,Colorado,2018-11-01
1711,Louisville,0.2,3.392,1,West,kariox,Consumer,television,Second Class,982,0.8056,2018-11-01,80027,Colorado,2018-11-01
1712,Madison,0,665.88,6,Central,kariox,Consumer,laptop,Standard Class,17,13.3176,2018-11-01,53711,Wisconsin,2018-11-01
1713,Midland,0,535.41,3,Central,kariox,Consumer,laptop,Standard Class,5170,160.623,2018-11-01,48640,Michigan,2018-11-01
1714,Houston,0.8,1.234,1,Central,kariox,Consumer,headset,Standard Class,3326,-1.9744,2018-11-01,77095,Texas,2018-11-01
1715,Midland,0,62.94,3,Central,kariox,Consumer,laptop,Standard Class,5169,11.9586,2018-11-01,48640,Michigan,2018-11-01
1716,Los Angeles,0,142.86,1,West,kariox,Corporate,laptop,Standard Class,1267,41.4294,2018-12-01,90045,California,2018-12-01
1717,Cleveland,0.2,30.36,5,East,qexty,Consumer,shorts,First Class,669,8.7285,2018-12-01,44105,Ohio,2018-12-01
1718,Miami,0.2,9.568,2,South,kariox,Consumer,phone,First Class,403,3.4684,2018-12-01,33180,Florida,2018-12-01
1719,New York City,0,18.9,3,East,kariox,Corporate,tablet,First Class,8805,8.694,2019-01-01,10035,New York,2018-12-01
1720,Tampa,0.2,1.344,1,South,kariox,Consumer,television,Second Class,9383,0.504,2018-12-01,33614,Florida,2018-12-01
1721,Tampa,0.2,424.272,2,South,kariox,Consumer,laptop,Second Class,9382,-10.6068,2018-12-01,33614,Florida,2018-12-01
1722,Chicago,0.2,124.032,4,Central,kariox,Consumer,phone,Standard Class,6917,44.9616,2018-12-01,60623,Illinois,2018-12-01
1723,Tampa,0.2,45.528,3,South,kariox,Consumer,phone,Second Class,9380,15.9348,2018-12-01,33614,Florida,2018-12-01
1724,Port Arthur,0.2,5.184,1,Central,kariox,Corporate,phone,Standard Class,7005,1.8144,2018-12-01,77642,Texas,2018-12-01
1725,New York City,0.4,53.316,2,East,qexty,Corporate,hoodies,Standard Class,3980,-19.5492,2018-12-01,10024,New York,2018-12-01
1726,Richmond,0,207.24,11,Central,kariox,Consumer,battery,Standard Class,3213,58.0272,2018-12-01,47374,Indiana,2018-12-01
1727,Los Angeles,0.2,292.272,6,West,qexty,Corporate,tshirts,Standard Class,1268,18.267,2018-12-01,90045,California,2018-12-01
1728,New York City,0.2,296.712,13,East,kariox,Home Office,headset,Standard Class,9724,100.1403,2018-12-01,10011,New York,2018-12-01
1729,Tampa,0.2,64.784,1,South,qexty,Consumer,tshirts,Second Class,9381,6.4784,2018-12-01,33614,Florida,2018-12-01
1730,New York City,0,56.52,3,East,kariox,Corporate,battery,Standard Class,3981,15.8256,2018-12-01,10024,New York,2018-12-01
1731,San Diego,0,13.97,1,West,kariox,Consumer,battery,First Class,8949,3.6322,2018-12-01,92037,California,2018-12-01
1732,Los Angeles,0,361.96,2,West,kariox,Home Office,battery,Standard Class,4505,101.3488,2018-12-01,90045,California,2018-12-01
1733,San Diego,0,3.48,2,West,qexty,Consumer,shorts,Standard Class,3294,1.1136,2018-12-01,92024,California,2018-12-01
1734,San Diego,0,11.91,3,West,kariox,Consumer,charger,Standard Class,3293,0.1191,2018-12-01,92024,California,2018-12-01
1735,Chicago,0.8,17.904,6,Central,kariox,Consumer,headset,Standard Class,6916,-31.332,2018-12-01,60623,Illinois,2018-12-01
1736,Chicago,0.8,8.69,5,Central,kariox,Consumer,headset,Standard Class,622,-14.773,2018-12-01,60610,Illinois,2018-12-01
1737,Colorado Springs,0.2,27.552,3,West,kariox,Corporate,lighting,First Class,298,9.2988,2018-12-01,80906,Colorado,2018-12-01
1738,Colorado Springs,0.7,78.6,5,West,kariox,Corporate,headset,First Class,297,-62.88,2018-12-01,80906,Colorado,2018-12-01
1739,Los Angeles,0.2,173.656,7,West,fynota,Home Office,colddrinks,Standard Class,4504,17.3656,2018-12-01,90045,California,2018-12-01
1740,Colorado Springs,0.2,218.352,3,West,qexty,Corporate,shorts,First Class,296,-24.5646,2018-12-01,80906,Colorado,2018-12-01
1741,Colorado Springs,0.2,300.416,8,West,qexty,Corporate,shorts,First Class,294,78.8592,2018-12-01,80906,Colorado,2018-12-01
1742,Houston,0.3,600.558,3,Central,qexty,Home Office,tshirts,Second Class,125,-8.5794,2018-12-01,77041,Texas,2018-12-01
1743,Los Angeles,0,23.99,1,West,qexty,Home Office,shorts,Standard Class,4509,5.5177,2018-12-01,90045,California,2018-12-01
1744,Los Angeles,0,20.34,1,West,kariox,Home Office,laptop,Standard Class,4508,0.2034,2018-12-01,90045,California,2018-12-01
1745,Los Angeles,0.2,818.376,3,West,fynota,Home Office,colddrinks,Standard Class,4507,51.1485,2018-12-01,90045,California,2018-12-01
1746,Los Angeles,0,62.85,3,West,fynota,Home Office,chocolates,Standard Class,4506,13.1985,2018-12-01,90045,California,2018-12-01
1747,Colorado Springs,0.2,230.352,3,West,qexty,Corporate,tshirts,First Class,295,20.1558,2018-12-01,80906,Colorado,2018-12-01
1748,Chicago,0.2,132.16,1,Central,kariox,Consumer,laptop,Standard Class,6915,9.912,2018-12-01,60623,Illinois,2018-12-01
1749,Thornton,0.2,447.944,7,West,fynota,Consumer,chocolates,Same Day,3859,89.5888,2018-12-01,80229,Colorado,2018-12-01
1750,San Jose,0,11.76,4,West,kariox,Consumer,television,Standard Class,6146,3.1752,2018-12-01,95123,California,2018-12-01
1751,Chicago,0.2,323.976,3,Central,fynota,Consumer,colddrinks,Standard Class,9522,36.4473,2018-12-01,60623,Illinois,2018-12-01
1752,Philadelphia,0.2,18.264,3,East,kariox,Consumer,phone,Standard Class,4816,6.1641,2018-12-01,19134,Pennsylvania,2018-12-01
1753,Chicago,0.2,15.552,3,Central,kariox,Consumer,phone,Standard Class,9523,5.4432,2018-12-01,60623,Illinois,2018-12-01
1754,Chicago,0.2,32.592,3,Central,kariox,Consumer,laptop,Standard Class,9524,-7.7406,2018-12-01,60623,Illinois,2018-12-01
1755,Harrisonburg,0,122.48,2,South,kariox,Home Office,laptop,First Class,1155,0,2018-12-01,22801,Virginia,2018-12-01
1756,Harrisonburg,0,2244.48,7,South,qexty,Home Office,hoodies,First Class,1156,493.7856,2018-12-01,22801,Virginia,2018-12-01
1757,Harrisonburg,0,62.31,3,South,kariox,Home Office,headset,First Class,1157,29.2857,2018-12-01,22801,Virginia,2018-12-01
1758,Harrisonburg,0,455.1,2,South,qexty,Home Office,hoodies,First Class,1158,100.122,2018-12-01,22801,Virginia,2018-12-01
1759,Seattle,0,31.05,3,West,kariox,Consumer,tablet,Standard Class,3150,14.904,2018-12-01,98103,Washington,2018-12-01
1760,Columbia,0.2,43.512,7,South,kariox,Consumer,battery,Standard Class,3320,3.8073,2018-12-01,38401,Tennessee,2018-12-01
1761,Columbia,0.2,662.88,3,South,qexty,Consumer,tshirts,Standard Class,3321,74.574,2018-12-01,38401,Tennessee,2018-12-01
1762,Columbia,0.2,25.92,5,South,kariox,Consumer,phone,Standard Class,3322,9.072,2018-12-01,38401,Tennessee,2018-12-01
1763,Los Angeles,0.2,487.984,2,West,kariox,Consumer,headset,Second Class,3643,152.495,2018-12-01,90008,California,2018-12-01
1764,Los Angeles,0,47.3,2,West,kariox,Consumer,television,Second Class,3644,12.298,2018-12-01,90008,California,2018-12-01
1765,Los Angeles,0,4.13,1,West,kariox,Consumer,television,Second Class,3645,1.1564,2018-12-01,90008,California,2018-12-01
1766,Los Angeles,0.2,155.12,5,West,kariox,Consumer,headset,Second Class,3646,50.414,2018-12-01,90008,California,2018-12-01
1767,Indianapolis,0,3.69,1,Central,kariox,Consumer,tablet,First Class,4283,1.7343,2018-12-01,46203,Indiana,2018-12-01
1768,Newark,0,17.28,6,East,kariox,Consumer,tablet,Standard Class,9465,7.9488,2018-12-01,19711,Delaware,2018-12-01
1769,Columbia,0.7,18.24,2,South,kariox,Home Office,headset,Standard Class,6243,-14.592,2018-12-01,38401,Tennessee,2018-12-01
1770,San Diego,0.2,572.16,3,West,qexty,Consumer,tshirts,Standard Class,5640,35.76,2018-12-01,92024,California,2018-12-01
1771,San Diego,0.2,1325.76,6,West,qexty,Consumer,tshirts,Standard Class,5639,149.148,2018-12-01,92024,California,2018-12-01
1772,New York City,0.1,192.186,3,East,qexty,Corporate,tshirts,Second Class,7339,36.3018,2018-12-01,10035,New York,2018-12-01
1773,Grand Prairie,0.2,65.44,5,Central,fynota,Consumer,chocolates,Standard Class,6108,-8.18,2018-12-01,75051,Texas,2018-12-01
1774,New York City,0,216.4,4,East,kariox,Home Office,laptop,Standard Class,6529,56.264,2018-12-01,10024,New York,2018-12-01
1775,Grand Prairie,0.8,19.432,2,Central,kariox,Consumer,battery,Standard Class,6107,-49.5516,2018-12-01,75051,Texas,2018-12-01
1776,Tucson,0.2,221.92,5,West,kariox,Consumer,phone,First Class,4693,77.672,2018-12-01,85705,Arizona,2018-12-01
1777,Tucson,0.2,242.352,3,West,qexty,Consumer,tshirts,First Class,4692,-42.4116,2018-12-01,85705,Arizona,2018-12-01
1778,Tucson,0.2,71.976,3,West,fynota,Consumer,chocolates,First Class,4691,21.5928,2018-12-01,85705,Arizona,2018-12-01
1779,Tucson,0.2,51.968,2,West,qexty,Consumer,shorts,First Class,4690,10.3936,2018-12-01,85705,Arizona,2018-12-01
1780,Hamilton,0.2,190.848,3,East,qexty,Consumer,shorts,Standard Class,4419,-21.4704,2018-12-01,45011,Ohio,2018-12-01
1781,Indianapolis,0,1103.97,3,Central,kariox,Consumer,headset,First Class,4284,496.7865,2018-12-01,46203,Indiana,2018-12-01
1782,Tucson,0.2,8.448,2,West,kariox,Consumer,phone,First Class,4694,2.64,2018-12-01,85705,Arizona,2018-12-01
1783,Philadelphia,0.2,34.656,2,East,kariox,Consumer,battery,Standard Class,4817,5.6316,2018-12-01,19134,Pennsylvania,2018-12-01
1784,Saint Charles,0.6,8.736,3,Central,qexty,Home Office,shorts,Standard Class,7204,-4.8048,2019-01-01,60174,Illinois,2018-12-01
1785,Philadelphia,0.2,227.136,4,East,kariox,Consumer,laptop,Standard Class,4819,-42.588,2018-12-01,19134,Pennsylvania,2018-12-01
1786,Chicago,0.6,38.976,3,Central,qexty,Consumer,shorts,Standard Class,5678,-50.6688,2019-01-01,60610,Illinois,2018-12-01
1787,Brentwood,0,88.8,6,West,kariox,Consumer,tablet,Standard Class,7693,44.4,2019-01-01,94513,California,2018-12-01
1788,Brentwood,0.2,319.968,4,West,fynota,Consumer,colddrinks,Standard Class,7694,35.9964,2019-01-01,94513,California,2018-12-01
1789,Kent,0.2,48.36,5,East,kariox,Consumer,battery,Second Class,9442,6.045,2018-12-01,44240,Ohio,2018-12-01
1790,Taylor,0,9.84,3,Central,kariox,Corporate,television,Standard Class,306,2.8536,2019-01-01,48180,Michigan,2018-12-01
1791,Laredo,0.2,12.984,3,Central,kariox,Corporate,watch,Second Class,3305,4.7067,2019-01-01,78041,Texas,2018-12-01
1792,Laredo,0.2,217.584,2,Central,fynota,Corporate,colddrinks,Second Class,3306,19.0386,2019-01-01,78041,Texas,2018-12-01
1793,Laredo,0.2,328.776,3,Central,fynota,Corporate,colddrinks,Second Class,3307,28.7679,2019-01-01,78041,Texas,2018-12-01
1794,Laredo,0.8,2.286,3,Central,kariox,Corporate,headset,Second Class,3308,-3.6576,2019-01-01,78041,Texas,2018-12-01
1795,Laredo,0.2,47.984,2,Central,fynota,Corporate,chocolates,Second Class,3309,14.3952,2019-01-01,78041,Texas,2018-12-01
1796,Phoenix,0.7,551.985,5,West,kariox,Corporate,headset,Standard Class,3724,-459.9875,2019-01-01,85023,Arizona,2018-12-01
1797,Philadelphia,0.2,27.968,2,East,fynota,Consumer,chocolates,Standard Class,6060,6.992,2019-01-01,19120,Pennsylvania,2018-12-01
1798,Philadelphia,0.4,251.964,6,East,fynota,Corporate,colddrinks,Second Class,7359,-50.3928,2019-01-01,19143,Pennsylvania,2018-12-01
1799,Philadelphia,0.4,523.764,3,East,qexty,Corporate,hoodies,Second Class,7360,-192.0468,2019-01-01,19143,Pennsylvania,2018-12-01
1800,New York City,0,122.94,3,East,kariox,Consumer,battery,Standard Class,8265,30.735,2019-01-01,10035,New York,2018-12-01
1801,New York City,0.2,35.448,7,East,kariox,Consumer,headset,Standard Class,8266,12.8499,2019-01-01,10035,New York,2018-12-01
1802,Memphis,0.2,39.128,1,South,kariox,Consumer,laptop,First Class,8969,-8.8038,2019-01-01,38109,Tennessee,2018-12-01
1803,Los Angeles,0.2,211.168,4,West,fynota,Corporate,colddrinks,First Class,8796,15.8376,2018-12-01,90008,California,2018-12-01
1804,New York City,0,34.77,3,East,fynota,Corporate,chocolates,First Class,8804,11.4741,2019-01-01,10035,New York,2018-12-01
1805,Reno,0.2,475.944,7,West,fynota,Home Office,colddrinks,Same Day,8603,59.493,2018-12-01,89502,Nevada,2018-12-01
1806,Providence,0,605.88,6,East,qexty,Home Office,tshirts,Standard Class,7682,151.47,2019-01-01,2908,Rhode Island,2018-12-01
1807,Providence,0,341.96,2,East,qexty,Home Office,pants,Standard Class,7681,78.6508,2019-01-01,2908,Rhode Island,2018-12-01
1808,Providence,0,1687.8,4,East,fynota,Home Office,chocolates,Standard Class,7680,742.632,2019-01-01,2908,Rhode Island,2018-12-01
1809,Albuquerque,0,33.29,1,West,kariox,Consumer,laptop,Second Class,4321,7.9896,2019-01-01,87105,New Mexico,2018-12-01
1810,Providence,0,14.94,3,East,kariox,Home Office,phone,Standard Class,7679,7.0218,2019-01-01,2908,Rhode Island,2018-12-01
1811,El Paso,0.2,49.568,2,Central,kariox,Corporate,watch,Standard Class,4559,17.9684,2019-01-01,79907,Texas,2018-12-01
